UsageClass,CheckoutType,MaterialType,CheckoutYear,CheckoutMonth,Checkouts,Title,ISBN,Creator,Subjects,Publisher,PublicationYear
Physical,Horizon,VIDEODISC,2016,6,1,"""Weird Al"" Yankovic live! [videorecording] : the alpocalypse tour / Ear Booker Productions, New Wave Entertainment ; directed by Wayne Isham ; producer, Dana Marshall.",,"Yankovic, Al, 1959-","Humorous songs, Popular music 2011 2020, American wit and humor, Video recordings for the hearing impaired, Concert films","Comedy Central : Paramount,",c2011.
Physical,Horizon,BOOK,2016,6,1,"Goodnight, my angel : a lullabye / Billy Joel ; illustrated by Yvonne Gilbert.",,"Joel, Billy","Fathers and daughters Juvenile fiction, Lullabies Juvenile fiction, Stories in rhyme Juvenile fiction","Scholastic Press,",2004.
Physical,Horizon,BOOK,2016,6,1,The 50th law / 50 Cent and Robert Greene.,,50 Cent (Musician),"50 Cent Musician, Rap musicians United States, African Americans Attitudes","HarperStudio,",c2009.
Digital,OverDrive,EBOOK,2016,6,1,The Toyota Way Fieldbook,,Jeffrey Liker,"Business, Nonfiction",McGraw-Hill Professional,2009
Digital,OverDrive,EBOOK,2016,6,1,"The Hidden Man: Cragg & Fidelis Mystery, Book 3",,Robin Blake,"Fiction, Historical Fiction, Mystery",Macmillan Publishers,2015
Digital,OverDrive,EBOOK,2016,6,1,Watch Me,,Lauren Barnholdt,Young Adult Fiction,"Simon & Schuster, Inc.",2014
Physical,Horizon,BOOK,2016,6,12,Pokemon adventures. Black & White. Volume 8 / story by Hidenori Kusaka ; art by Satoshi Yamamoto ; translation/Tetsuichiro Miyaki ; English adaptation/Annette Roman.,,"Kusaka, Hidenori","Pok‚mon Fictitious characters Comic books strips etc, Adventure and adventurers Comic books strips etc, Cartoons and comics, Graphic novels, Comics Graphic works","VIZ Media, LLC,",[2015]
Digital,OverDrive,AUDIOBOOK,2016,6,2,"The Mad Apprentice: Forbidden Library Series, Book 2 (unabridged)",,Django Wexler,Juvenile Fiction,Books on Tape,2015
Digital,OverDrive,EBOOK,2016,6,3,Prime Time,,Sandra Brown,"Fiction, Romance","Hachette Digital, Inc.",2009
Physical,Horizon,BOOK,2016,6,1,The lonely men : a novel / Louis L'Amour.,,"L'Amour, Louis, 1908-1988","Sackett family Fictitious characters Fiction, New Orleans La Fiction","Bantam Books,","2010, c1969."
Physical,Horizon,BOOK,2016,6,7,Wonderland / written by Tommy Kovac ; illustrated by Sonny Liew.,,"Kovac, Tommy","Alice Fictitious character from Carroll Comic books strips etc, Fantasy comic books strips etc, Comic books strips etc, Graphic novels","Disney Press,",c2008.
Digital,OverDrive,AUDIOBOOK,2016,6,2,"The Return of Sherlock Holmes, Volume I",,Sir Arthur Conan Doyle,"Classic Literature, Fiction","Naxos of America, Inc.",2005
Physical,Horizon,BOOK,2016,6,8,8-bit baseball / written by Brandon Terrell ; cover and interior illustrated by Eduardo Ferrara ; cover colors by Overdrive Studio at Space Goat Productions ; interior colors by Komikaki Studio featuring SAW33 at Space Goat Productions ; lettering by Jaymes Reed.,,"Terrell, Brandon, 1978-","Video games Comic books strips etc, Pitching Baseball Comic books strips etc, Self confidence Comic books strips etc, Baseball Fiction, Video games Fiction, Self confidence Fiction, Graphic novels","Stone Arch Books, a Capstone imprint,",[2015]
Physical,Horizon,SOUNDDISC,2016,6,1,Songs and story. Toy story 2 [sound recording].,,,"Motion picture music Juvenile sound recordings, Childrens songs Juvenile sound recordings, Songs","Walt Disney Records,",p2009.
Digital,OverDrive,AUDIOBOOK,2016,6,1,"Three-Ring Rascals, Books 3-4",,Kate Klise,Juvenile Fiction,Books on Tape,2015
Digital,OverDrive,EBOOK,2016,6,3,The Key to Rebecca,,Ken Follett,"Fiction, Thriller","Penguin Group (USA), Inc.",2010
Physical,Horizon,BOOK,2016,6,2,"Edgar Miller and the handmade home : Chicago's forgotten Renaissance man / Richard Cahan, Michael Williams ; photographs by Alexander Vertikoff.",,"Cahan, Richard","Miller Edgar 1899 1993 Catalogs, Interior architecture United States Chicago 20th century, Interior decoration United States Chicago 20th century, Architecture Domestic United States Chicago 20th century","Cityfiles Press,",c2009.
Digital,OverDrive,EBOOK,2016,6,1,Bright-sided: How the Relentless Promotion of Positive Thinking Has Undermined America,,Barbara Ehrenreich,"Nonfiction, Sociology",Macmillan Publishers,2013
Physical,Horizon,BOOK,2016,6,1,The lexicon of real American food / Jane and Michael Stern.,,"Stern, Jane",Cooking American Dictionaries,"Lyons Press,",c2011.
Digital,OverDrive,EBOOK,2016,6,3,Inspector Colbeck's Casebook: Thirteen Tales from the Railway Detective,,Edward Marston,"Fiction, Historical Fiction, Mystery, Short Stories",Perseus Books Group,2016
Physical,Horizon,BOOK,2016,6,2,Walk your butt off! : go from sedentary to slim in 12 weeks with this breakthrough walking plan / Sarah Lorge Butler with Leslie Bonci and Michele Stanten.,,"Lorge Butler, Sarah","Reducing exercises, Fitness walking","Rodale,",c2013.
Digital,Freegal,SONG,2016,6,2,You Got It (The Right Stuff),,New Kids On The Block,,,
Digital,OverDrive,EBOOK,2016,6,2,"Fletch: Fletch Series, Book 1",,Gregory Mcdonald,"Fiction, Mystery","Random House, Inc.",2012
Physical,Horizon,BOOK,2016,6,2,Hattie the bad / Jane Devlin ; [pictures by] Joe Berger.,,"Devlin, Jane",Behavior Fiction,"Dial Books for Young Readers,","2010, c2009."
Digital,OverDrive,AUDIOBOOK,2016,6,1,Walden,,Henry David Thoreau,"History, Nonfiction","Sound Room Publishers, Inc.",2005
Physical,Horizon,BOOK,2016,6,1,Lucian Freud : eyes wide open / Phoebe Hoban.,,"Hoban, Phoebe","Freud Lucian, Painters Great Britain Biography","New Harvest, Houghton Mifflin Harcourt,",2014.
Physical,Horizon,BOOK,2016,6,4,Aleph / Paulo Coelho ; translated from the Portuguese by Margaret Jull Costa.,,"Coelho, Paulo","Authors Travel Fiction, Reincarnation Fiction, Self actualization Psychology Fiction, Fantasy fiction, Allegories","Alfred A. Knopf,",c2011.
Digital,Freegal,SONG,2016,6,1,Kyrie,,Mr. Mister,,,
Physical,Horizon,BOOK,2016,6,9,Fuzzy baseball / John Steven Gurney.,,"Gurney, John Steven, 1962-","Baseball teams Comic books strips etc, Encouragement Comic books strips etc, Cartoons and comics, Graphic novels","Papercutz,",[2016]
Physical,Horizon,BOOK,2016,6,1,Ballpark : the story of America's baseball fields / Lynn Curlee.,,"Curlee, Lynn","Baseball fields United States History Juvenile literature, Stadiums United States History Juvenile literature, Baseball fields Juvenile literature, Stadiums Juvenile literature","Atheneum Books for Young Readers,",c2005.
Digital,OverDrive,EBOOK,2016,6,1,"Take Me On: Pushing the Limits Series, Book 4",,Katie McGarry,"Romance, Teen, Young Adult Fiction","Harlequin Enterprises, Ltd.",2014
Digital,OverDrive,AUDIOBOOK,2016,6,1,There Was an Old Lady Who Swallowed a Chick,,Lucille Colandro,"Juvenile Fiction, Poetry",Scholastic Inc. Audiobooks,2012
Physical,Horizon,BOOK,2016,6,1,"The amazing Spider-Man. Volume 6 / [writer, Stan Lee ; pencilers, John Romita, Don Heck, Larry Lieber ; inker, Mike Esposito ; letterers, Sam Rosen, Art Simek, Jerry Feldman].",,"Lee, Stan, 1922-","Spider Man Fictitious character Comic books strips etc, Superheroes Comic books strips etc, Superhero comic books strips etc, Science fiction comic books strips etc, Graphic novels","Marvel Worldwide,",2011.
Physical,Horizon,BOOK,2016,6,28,"Good morning, gorillas / by Mary Pope Osborne ; illustrated by Sal Murdocca.",,"Osborne, Mary Pope","Gorilla Juvenile fiction, Human animal communication Juvenile fiction, Time travel Juvenile fiction, Magic Fiction, Tree houses Juvenile fiction","Random House,",2002.
Physical,Horizon,BOOK,2016,6,5,"Northwest gardener's handbook : Oregon, Washington, northern California, British Columbia : your complete guide : select, plan, plant, maintain, problem-solve / Pat Munts & Susan Mulvihill.",,"Mulvihill, Susan.",Gardening Northwest Pacific Handbooks manuals etc,"Cool Springs Press,",2014.
Physical,Horizon,SOUNDDISC,2016,6,1,The emotionally absent mother : [a guide to self-healing and getting the love you missed] / Jasmin Lee Cori.,,"Cori, Jasmin Lee","Adult children of dysfunctional families Treatment, Inner child, Self help techniques, Self actualization Psychology, Mothers Psychology, Audiobooks","Tantor Audio ; Tantor Media, Inc.,",[2015]
Physical,Horizon,BOOK,2016,6,1,Chess is child's play : teaching techniques that work / by Laura Sherman and Bill Kilpatrick.,,"Sherman, Laura","Chess for children, Chess Study and teaching","Mongoose Press,",c2012.
Physical,Horizon,SOUNDDISC,2016,6,2,Former lives [sound recording] / Benjamin Gibbard.,,"Gibbard, Ben","Rock music 2011 2020, Popular music 2011 2020","Barsuk Records,",p2012.
Physical,Horizon,SOUNDDISC,2016,6,2,Speak low [sound recording] / Boz Scaggs.,,"Scaggs, Boz, 1944-","Popular music 2001 2010, Jazz 2001 2010","Decca,",p2008.
Physical,Horizon,BOOK,2016,6,1,If you find this letter : my journey to find purpose through hundreds of letters to strangers : a memoir / Hannah Brencher.,,"Brencher, Hannah,","Brencher Hannah, Letter writing Biography, Love letters","Howard Books, a division of Simon & Schuster, Inc.,",2015.
Physical,Horizon,VIDEODISC,2016,6,2,"Budrus [videorecording] / a Just Vision film ; producers, Ronit Avni, Julia Bacha, Rula Salameh ; written and directed by Julia Bacha.",,,"Morrar Ayed 1962, Morrar Iltezam 1988, Arab Israeli conflict 1993 Occupied territories, Israeli West Bank Barrier Social aspects, Budrus, West Bank Social conditions 21st century, Arab Israeli conflict 1993 Peace Citizen participation, Palestinian Arabs Political activity West Bank, Jewish Arab relations","Typecast Releasing,",c2011.
Digital,OverDrive,EBOOK,2016,6,1,Spirited,,Mary Behre,"Fantasy, Fiction, Romance","Penguin Group (USA), Inc.",2014
Physical,Horizon,SOUNDDISC,2016,6,1,Lucky for good [sound recording] / Susan Patron.,,"Patron, Susan, 1948-","Restaurants Juvenile fiction, Interpersonal relations Juvenile fiction, Community life California Juvenile fiction, Mothers and sons Juvenile fiction, Christian life Juvenile fiction, California Juvenile fiction","Listening Library,",2011.
Physical,Horizon,VIDEODISC,2016,6,2,"Kingdom of war. Parts 1 and 2 [videorecording] / Magnet Releasing ; Prommitr International Production ; written by Sunait Chutintaranond, Chatrichalerm Yukol ; directed by Chatrichalerm Yukol.",,,"Naresuan King of Ayutthaya 1555 1605 Drama, Thailand History To 1782 Drama, Princes Drama, Feature films, Fiction films, Historical films, Epic films, War films, Video recordings for the hearing impaired","Magnolia Home Entertainment,",c2011.
Digital,Freegal,SONG,2016,6,1,Just Tah Let U Know,,Eazy-E,,,
Physical,Horizon,BOOK,2016,6,6,Tomorrow there will be apricots : a novel / Jessica Soffer.,,"Soffer, Jessica","Mothers and daughters Fiction, Widows Fiction, Domestic fiction","Houghton Mifflin Harcourt,",2013.
Physical,Horizon,BOOK,2016,6,2,Cooking by hand / Paul Bertolli; photographs by Gail Skoff and Judy Dater.,,"Bertolli, Paul","Cooking, Cooking Italian, Food","Clarkson Potter,",c2003.
Physical,Horizon,BOOK,2016,6,3,"The body reset diet : power your metabolism, blast fat and shed pounds in just 15 days / Harley Pasternak with Laura Moser.",,"Pasternak, Harley","Physical fitness, Reducing diets Recipes, Metabolism","Rodale,",c2013.
Physical,Horizon,BOOK,2016,6,4,Trains can float : and other fun facts / by Laura Lyn DiSiena and Hannah Eliot ; illustrated by Pete Oswald and Aaron Spurgeon.,,"DiSiena, Laura Lyn","Transportation Miscellanea Juvenile literature, Railroad trains Miscellanea Juvenile literature, Transportation Miscellanea, Railroad trains Miscellanea","Little Simon,",[2014]
Physical,Horizon,VIDEODISC,2016,6,6,Molly [videorecording] : an American girl on the home front / Revolution Television ; Red Om Films ; Warner Bros. Television ; produced by Terry Gould ; teleplay by Anna Sandor ; directed by Joyce Chopra.,,,"Girls Illinois Juvenile drama, Nineteen forties Juvenile drama, World War 1939 1945 United States Juvenile drama, Tap dancing Juvenile drama, Historical television programs, Childrens television programs, Made for TV movies, Video recordings for the hearing impaired","Warner Home Video,","[2011], c2006."
Digital,Freegal,SONG,2016,6,3,Let the Groove Get In,,Justin Timberlake,,,
Physical,Horizon,BOOK,2016,6,1,Surprised by joy : the shape of my early life / C.S. Lewis.,,"Lewis, C. S. (Clive Staples), 1898-1963","Lewis C S Clive Staples 1898 1963 Childhood and youth, Authors English 20th century Biography, Anglican converts England Biography, Christian biography England","Harcourt Brace,","[1995], c1955."
Physical,Horizon,BOOK,2016,6,5,American lion : Andrew Jackson in the White House / Jon Meacham.,,"Meacham, Jon","Jackson Andrew 1767 1845, Presidents United States Biography, United States Politics and government 1829 1837, Jackson Andrew 1767 1845 Family, Jackson Andrew 1767 1845 Friends and associates","Random House,",c2008.
Digital,OverDrive,EBOOK,2016,6,4,The Adventures of a South Pole Pig: A Novel of Snow and Courage,,Chris Kurtz,"Juvenile Fiction, Juvenile Literature",Houghton Mifflin Harcourt Trade and Reference,2015
Physical,Horizon,BOOK,2016,6,1,"Unas vacaciones horribles / Catherine Jinks ; ilustraciones de Julián Cicero ; [traducción, Cecilia Olivares Mansuy].",,"Jinks, Catherine","Families Fiction, Vacations Juvenile fiction, Spanish language materials Fiction","Castillo,",2006.
Physical,Horizon,BOOK,2016,6,4,Don't shoot the dog! : the new art of teaching and training / Karen Pryor.,,"Pryor, Karen, 1932-","Behavior modification, Reinforcement Psychology, Conditioned response","Bantam Books,",c1999.
Digital,Hoopla,MOVIE,2016,6,2,Once Upon a Time in Anatolia,,,"Crime, Drama, Suspense / Thriller, World",Cinema Guild,
Digital,OverDrive,EBOOK,2016,6,3,Afterworlds,,Scott Westerfeld,"Young Adult Fiction, Young Adult Literature","Simon & Schuster, Inc.",2014
Physical,Horizon,VIDEODISC,2016,6,1,Christy Lane's complete guide to party dances [videorecording] / Let's Do It! Productions.,,,"Dance Technique, Instructional films","Let's Do It! Productions,",c2005.
Digital,OverDrive,EBOOK,2016,6,2,The Tooth Mouse,,Susan Hood,"Juvenile Fiction, Juvenile Literature",Kids Can Press Ltd.,2013
Digital,Hoopla,MUSIC,2016,6,1,Rachmaninoff: Piano Concerto No. 3 / Scriabin: Etudes,,,Classical,Telarc,
Digital,OverDrive,EBOOK,2016,6,2,"The Wedding Dress: Four Weddings and a Fiasco Series, Book 4",,Lucy Kevin,"Fiction, Romance",Oak Press LLC,2014
Physical,Horizon,BOOK,2016,6,1,"Yan cheng die ying / Shangguan Ding, zhu.",,"Shangguan, Ding,","Chinese fiction 21st century, Hengyang Battle of Hengyang Shi China 1944 Fiction, Sino Japanese War 1937 1945 History Fiction","Yuan liu chu ban shi ye gu fen you xian gong si,",2015.
Digital,OverDrive,EBOOK,2016,6,59,"Memory Man: Amos Decker Series, Book 1",,David Baldacci,"Fiction, Thriller","Hachette Digital, Inc.",2015
Physical,Horizon,BOOK,2016,6,6,The way I act / verses by Steve Metzger ; illustrations by Janan Cain.,,"Metzger, Steve","Conduct of life Juvenile literature, Conduct of life","Parenting Press,",2011.
Physical,Horizon,BOOK,2016,6,1,The complete marriage counselor : relationship-saving advice from America's top 50+ couples therapists / Sherry Amatenstein ; foreword by Tina B. Tessina.,,"Amatenstein, Sherry",Marriage counseling,"Adams Media Corp.,",c2010.
Digital,Freegal,SONG,2016,6,1,Happy Alone,,Kings Of Leon,,,
Digital,Freegal,SONG,2016,6,1,Don't Let Me Get Me,,P!nk,,,
Physical,Horizon,BOOK,2016,6,1,Bit literacy : productivity in the age of information and e-mail overload / by Mark Hurst.,,"Hurst, Mark","Information resources management, Time management","Good Experience Press,",c2007.
Physical,Horizon,VIDEODISC,2016,6,5,"Summertime [videorecording] / Lopert Films, Inc. ; screenplay by H.E. Bates, David Lean ; produced by Ilya Lopert ; directed by David Lean.",,,Feature films,"Classic Collection,",c1998.
Physical,Horizon,VIDEODISC,2016,6,2,Stargate SG-1. Season 5 [videorecording] / Double Secret Productions ; Gekko Film Corp ; Metro-Goldwyn-Mayer.,,,"Interplanetary voyages Drama, Time travel Drama, Peacekeeping forces Drama, Television series, Science fiction television programs, Fiction television programs, Video recordings for the hearing impaired","Distributed by 20th Century Fox Home Entertainment,",[2006]
Physical,Horizon,BOOK,2016,6,1,Rudolph the red-nosed reindeer / adapted by Kristen L. Depken ; cover illustrated by Artful Doodlers Ltd. ; interior illustrated by Linda Karl.,,"Depken, Kristen L.","Reindeer Juvenile fiction, Santa Claus Juvenile fiction, Christmas Fiction","Random House,",c2009.
Digital,OverDrive,AUDIOBOOK,2016,6,1,Germinal,,Émile Zola,"Classic Literature, Fiction","Blackstone Audio, Inc.",2010
Digital,OverDrive,EBOOK,2016,6,1,Who Was Walt Disney?,,Whitney Stewart,"Biography & Autobiography, Juvenile Nonfiction","Penguin Group (USA), Inc.",2013
Physical,Horizon,BOOK,2016,6,1,She shoots-- she scores! : a complete guide to girls' and women's hockey / Barbara Stewart.,,"Stewart, Barbara, 1960-",Hockey for women,"Firefly Books,",1998.
